date,Industrial Production,Manufacturing Production,Real Personal Consumption Expenditure,Real Personal Income excluding transfers,Real Personal Income,Real Retail & Food Services Sales,Housing Starts,Building Permits,Nonfarm Payroll Employment,Unemployment Rate,Average Weekly Hours — Total Private,Average Weekly Hours — Manufacturing,Job Openings,Labor Force Participation Rate,Average Hourly Earnings — Total Private,CPI All Items,Core CPI,PCE Price Index,Core PCE Price Index,Producer Prices — Final Demand,Producer Prices — All Commodities,Commercial & Industrial Loans,Consumer Credit,Federal Funds Rate,Total Bank Reserves,M2 Money Supply,Total Capacity Utilization
2014-04-01,101.9928,100.4384,12128.1,12494.1,15078.809,179959.0,1043.0,1090.0,138298.0,6.2,34.5,41.9,4566.0,62.8,24.34,236.468,237.072,96.987,95.413,111.0,208.3,1651.1633,3173234.63,0.09,2714.9,11276.0,78.4705
2014-05-01,102.3836,100.7026,12154.5,12517.4,15120.855,179916.0,1007.0,1018.0,138513.0,6.3,34.5,42.1,4747.0,62.9,24.4,236.918,237.529,97.147,95.574,111.1,208.0,1663.6719,3192546.34,0.09,2688.4,11343.1,78.6999
2014-06-01,102.735,101.0359,12197.1,12562.1,15177.06,180122.0,911.0,1010.0,138849.0,6.1,34.5,42.1,4982.0,62.8,24.46,237.231,237.837,97.253,95.682,111.2,208.3,1676.7948,3209899.68,0.1,2722.3,11398.4,78.8952
2014-07-01,102.9632,101.516,12223.6,12593.5,15218.177,180245.0,1085.0,1076.0,139072.0,6.2,34.5,42.0,4846.0,62.9,24.48,237.498,238.195,97.391,95.848,111.6,208.0,1694.9228,3231535.62,0.09,2759.0,11452.5,78.9933
2014-08-01,102.7688,100.9258,12306.5,12657.1,15295.125,181664.0,984.0,1047.0,139269.0,6.1,34.6,42.0,5349.0,62.9,24.54,237.46,238.405,97.379,95.885,111.6,207.0,1711.7606,3248721.35,0.09,2842.0,11477.8,78.7669
2014-09-01,103.0641,100.9676,12310.2,12701.3,15348.309,181150.0,1023.0,1077.0,139563.0,5.9,34.5,42.1,4914.0,62.8,24.56,237.477,238.786,97.413,96.013,111.1,206.4,1725.7492,3265101.43,0.09,2814.5,11520.7,78.9218
2014-10-01,103.0764,100.8816,12389.1,12769.9,15426.259,181908.0,1074.0,1094.0,139798.0,5.7,34.6,42.1,5012.0,62.9,24.59,237.43,239.191,97.384,96.096,111.4,203.4,1730.8227,3275438.44,0.09,2760.3,11596.5,78.8663
2014-11-01,103.7126,101.593,12420.6,12848.6,15514.307,182761.0,1001.0,1059.0,140089.0,5.8,34.6,42.2,4843.0,62.9,24.66,236.983,239.458,97.291,96.181,110.8,200.9,1751.6755,3283048.38,0.09,2575.1,11638.9,79.2962
2014-12-01,103.7044,101.3884,12455.1,12933.1,15620.73,182056.0,1073.0,1072.0,140364.0,5.6,34.6,42.1,5130.0,62.8,24.63,236.252,239.584,97.12,96.249,110.3,197.0,1773.1944,3309539.83,0.12,2665.9,11721.2,79.2419
2015-01-01,102.8905,100.7857,12484.7,13038.7,15758.015,182413.0,1085.0,1049.0,140568.0,5.7,34.5,42.0,5344.0,62.9,24.74,234.747,239.811,96.654,96.214,109.7,192.0,1791.5675,3319930.47,0.11,2745.6,11806.2,78.5803
2015-02-01,102.2335,100.0389,12514.1,13086.9,15815.476,181489.0,886.0,1127.0,140827.0,5.5,34.6,41.9,5466.0,62.7,24.79,235.342,240.172,96.825,96.324,109.5,191.1,1807.9295,3337844.15,0.11,2556.1,11920.7,78.055
2015-03-01,101.8914,100.3616,12551.8,13043.4,15786.489,183767.0,960.0,1072.0,140923.0,5.4,34.5,41.8,5210.0,62.6,24.85,235.976,240.755,97.008,96.47,109.8,191.5,1833.4666,3360575.76,0.11,2732.9,11919.1,77.7804
2015-04-01,101.3355,100.3447,12574.8,13080.5,15833.624,183924.0,1190.0,1166.0,141196.0,5.4,34.5,41.8,5598.0,62.8,24.89,236.222,241.346,97.094,96.648,109.8,190.9,1847.8935,3382639.53,0.12,2756.7,11953.4,77.3487
2015-05-01,100.8883,100.3722,12612.7,13108.5,15866.779,184752.0,1079.0,1272.0,141538.0,5.6,34.5,41.8,5563.0,62.9,24.97,237.001,241.688,97.327,96.766,110.2,193.4,1863.5024,3399365.69,0.12,2641.7,11981.9,77.0092
2015-06-01,100.571,99.9743,12621.6,13116.2,15873.338,184279.0,1205.0,1379.0,141709.0,5.3,34.5,41.8,5248.0,62.7,24.97,237.657,242.064,97.516,96.882,110.6,194.8,1880.1388,3425250.89,0.13,2611.1,12020.9,76.7774
2015-07-01,101.2228,100.7102,12668.4,13138.7,15899.39,185663.0,1146.0,1140.0,141991.0,5.2,34.6,41.8,6056.0,62.6,25.01,238.034,242.565,97.605,96.978,110.8,193.9,1889.5119,3444143.74,0.13,2649.3,12063.5,77.2924
2015-08-01,101.0367,100.4099,12699.7,13165.5,15930.975,185625.0,1130.0,1165.0,142125.0,5.1,34.6,41.8,5467.0,62.6,25.1,238.033,242.817,97.612,97.056,110.5,191.9,1903.4148,3460249.09,0.14,2666.1,12110.1,77.1715
2015-09-01,100.7547,100.1731,12707.2,13200.8,15973.484,185209.0,1224.0,1144.0,142275.0,5.0,34.5,41.8,5488.0,62.4,25.11,237.498,243.316,97.477,97.196,109.9,189.1,1915.3652,3487879.79,0.14,2701.3,12172.7,76.9791
2015-10-01,100.2675,100.0112,12715.9,13235.8,16012.028,184532.0,1058.0,1160.0,142579.0,5.0,34.5,41.8,5773.0,62.5,25.2,237.733,243.768,97.477,97.228,109.8,187.5,1930.1898,3502824.92,0.12,2725.9,12228.4,76.6282
2015-11-01,99.5298,99.7327,12737.0,13227.7,16009.52,184988.0,1172.0,1244.0,142808.0,5.1,34.5,41.8,5708.0,62.5,25.25,238.017,244.241,97.538,97.332,109.4,185.7,1946.3805,3510642.87,0.12,2660.3,12322.7,76.0819
2015-12-01,99.0417,99.4727,12777.3,13278.2,16077.429,185964.0,1146.0,1211.0,143077.0,5.0,34.5,41.8,5845.0,62.7,25.25,237.761,244.547,97.456,97.396,109.1,183.5,1952.877,3400230.33,0.24,2481.2,12393.6,75.7214
2016-01-01,99.5607,99.9002,12798.7,13294.9,16098.568,184920.0,1092.0,1171.0,143210.0,4.8,34.6,41.9,6012.0,62.7,25.37,237.652,244.955,97.496,97.567,109.7,182.6,1963.8522,3419541.48,0.34,2440.0,12522.2,76.1248
2016-02-01,99.0445,99.569,12884.0,13288.1,16107.427,186705.0,1225.0,1172.0,143406.0,4.9,34.4,41.8,5770.0,62.8,25.38,237.336,245.51,97.445,97.736,109.6,181.3,1987.1485,3438079.8,0.38,2510.9,12604.4,75.7291
2016-03-01,98.3096,99.5203,12836.1,13286.4,16106.421,185591.0,1111.0,1118.0,143662.0,5.0,34.4,41.8,6129.0,63.0,25.45,238.08,245.913,97.673,97.876,109.7,182.1,2017.6484,3469147.01,0.36,2519.7,12662.2,75.1587
2016-04-01,98.6421,99.4128,12870.2,13263.0,16081.685,185887.0,1163.0,1160.0,143854.0,5.1,34.4,41.8,5803.0,62.9,25.53,238.992,246.551,97.993,98.117,110.0,183.2,2033.3866,3490038.19,0.37,2487.0,12741.9,75.3969
2016-05-01,98.4184,99.334,12891.2,13253.1,16074.046,185964.0,1148.0,1205.0,143900.0,4.8,34.4,41.9,5777.0,62.7,25.58,239.557,247.137,98.153,98.284,110.2,185.3,2048.0749,3503723.51,0.37,2443.8,12800.7,75.2034
2016-06-01,98.8833,99.5908,12948.6,13272.8,16090.905,187425.0,1203.0,1208.0,144147.0,4.9,34.4,41.8,5742.0,62.7,25.62,240.222,247.54,98.325,98.386,110.8,187.6,2050.748,3525125.97,0.38,2427.5,12849.3,75.5298
2016-07-01,98.9992,99.6224,12972.2,13334.6,16159.383,187333.0,1239.0,1198.0,144520.0,4.8,34.5,42.0,5962.0,62.8,25.69,240.101,247.829,98.342,98.529,110.8,187.7,2057.7682,3544185.32,0.39,2371.2,12907.3,75.5839
2016-08-01,98.85,99.1988,12986.1,13344.9,16177.334,187053.0,1171.0,1201.0,144661.0,4.9,34.3,41.8,5677.0,62.9,25.71,240.545,248.423,98.479,98.703,110.5,186.6,2051.3578,3565315.2,0.4,2413.5,12986.7,75.432
2016-09-01,98.7457,99.3936,13020.9,13385.3,16215.456,187853.0,1068.0,1303.0,144967.0,5.0,34.4,41.9,5868.0,62.9,25.77,241.176,248.842,98.666,98.834,110.6,186.9,2070.3357,3588380.68,0.4,2325.1,13052.7,75.3145
2016-10-01,98.7611,99.4863,13014.9,13402.3,16243.304,187741.0,1313.0,1254.0,145065.0,4.9,34.4,42.0,5591.0,62.8,25.9,241.741,249.142,98.868,98.961,111.0,186.7,2086.2929,3601186.93,0.4,2156.1,13124.5,75.2918
2016-11-01,98.3491,99.3724,13036.8,13450.8,16286.542,187539.0,1140.0,1230.0,145183.0,4.7,34.4,41.9,5971.0,62.7,25.9,242.026,249.481,98.901,99.005,110.8,186.3,2089.4631,3617030.41,0.41,2201.7,13214.2,74.9498
2016-12-01,99.0214,99.3843,13128.5,13499.3,16334.247,189297.0,1252.0,1248.0,145408.0,4.7,34.4,41.9,5964.0,62.7,25.93,242.637,249.92,99.071,99.12,111.0,188.2,2083.6854,3636437.75,0.54,2095.3,13240.6,75.4424
2017-01-01,98.7611,99.5441,13136.3,13541.3,16383.236,190631.0,1190.0,1303.0,145628.0,4.7,34.4,41.9,5617.0,62.8,26.0,243.618,250.467,99.451,99.385,111.6,190.7,2082.226,3653334.44,0.65,2158.5,13318.9,75.2339
2017-02-01,98.3646,99.4265,13143.4,13589.2,16431.536,190276.0,1271.0,1234.0,145846.0,4.6,34.3,41.9,5923.0,62.9,26.07,244.006,250.998,99.586,99.561,111.8,191.6,2082.6018,3670049.5,0.66,2302.9,13395.2,74.9346
2017-03-01,99.0137,99.1019,13201.7,13642.8,16491.77,190114.0,1190.0,1272.0,145970.0,4.4,34.3,41.8,5811.0,62.9,26.11,243.892,250.944,99.535,99.519,112.1,191.5,2064.8835,3687391.01,0.79,2387.8,13464.6,75.4439
2017-04-01,100.0224,100.3189,13206.1,13682.6,16521.43,190536.0,1146.0,1251.0,146175.0,4.4,34.4,42.0,6091.0,63.0,26.18,244.193,251.227,99.725,99.723,112.7,193.0,2067.4224,3702096.52,0.9,2344.8,13520.3,76.2392
2017-05-01,100.1408,100.1472,13214.5,13780.7,16626.085,189650.0,1157.0,1208.0,146380.0,4.4,34.4,41.9,5826.0,62.8,26.21,244.004,251.43,99.682,99.803,112.7,192.8,2071.6618,3713714.97,0.91,2288.9,13567.4,76.368
2017-06-01,100.3471,100.1949,13256.7,13790.9,16642.946,190500.0,1249.0,1353.0,146583.0,4.3,34.4,42.0,6305.0,62.8,26.26,244.163,251.746,99.766,99.937,112.9,193.6,2072.8115,3730076.97,1.04,2269.7,13577.0,76.5758
2017-07-01,100.1068,99.8077,13290.1,13837.7,16698.803,190421.0,1206.0,1256.0,146772.0,4.3,34.4,41.9,6238.0,62.9,26.35,244.243,251.985,99.803,100.01,113.0,193.5,2076.0702,3746255.82,1.15,2296.9,13638.5,76.4534
2017-08-01,99.6925,99.6412,13291.7,13860.4,16729.216,190070.0,1159.0,1319.0,146919.0,4.4,34.4,42.0,6276.0,62.9,26.37,245.183,252.535,100.027,100.118,113.2,193.8,2084.0873,3758689.36,1.16,2407.2,13695.0,76.2067
2017-09-01,99.7954,99.6858,13364.4,13903.9,16774.796,193042.0,1181.0,1273.0,147008.0,4.3,34.4,41.9,6320.0,63.1,26.49,246.435,252.812,100.4,100.24,113.5,194.8,2102.931,3774834.53,1.15,2357.9,13743.0,76.3591
2017-10-01,101.0247,100.7464,13377.0,13963.2,16841.324,193048.0,1257.0,1356.0,147149.0,4.2,34.4,42.0,6408.0,62.7,26.5,246.626,253.526,100.531,100.486,114.1,194.9,2112.9901,3796900.76,1.15,2310.9,13801.5,77.3753
2017-11-01,101.2664,100.8253,13450.3,14028.2,16883.564,194493.0,1273.0,1299.0,147372.0,4.2,34.5,42.1,6271.0,62.7,26.54,247.284,253.816,100.675,100.535,114.1,195.9,2106.2782,3815576.66,1.16,2378.3,13849.1,77.6337
2017-12-01,101.4644,100.5601,13555.4,14062.3,16919.258,195148.0,1177.0,1311.0,147523.0,4.1,34.5,41.8,6336.0,62.7,26.63,247.805,254.344,100.821,100.683,113.8,196.3,2105.4279,3830784.99,1.3,2309.8,13887.3,77.8538
2018-01-01,101.4625,100.2412,13541.3,14042.8,16938.615,193448.0,1299.0,1317.0,147660.0,4.0,34.4,41.9,6621.0,62.7,26.72,248.859,255.204,101.199,101.007,114.5,197.9,2109.6791,3847852.48,1.41,2281.0,13902.4,77.9138
2018-02-01,101.7085,101.1146,13547.3,14068.6,16963.881,193978.0,1277.0,1321.0,148054.0,4.1,34.5,42.3,6552.0,63.0,26.74,249.529,255.711,101.416,101.198,114.9,199.3,2112.0828,3863895.27,1.42,2305.3,13949.8,78.1508
2018-03-01,102.2067,101.06,13586.5,14103.0,17008.963,193972.0,1318.0,1385.0,148280.0,4.0,34.5,42.2,6818.0,62.9,26.85,249.577,256.271,101.524,101.419,115.4,199.3,2123.3118,3876825.89,1.51,2230.9,14014.5,78.5697
2018-04-01,103.3329,101.8116,13598.7,14121.8,17028.008,193486.0,1276.0,1378.0,148420.0,4.0,34.5,42.4,6877.0,62.9,26.91,250.227,256.63,101.766,101.602,115.7,200.3,2166.9722,3884786.86,1.69,2151.0,14034.8,79.4597
2018-05-01,102.4024,100.9887,13640.5,14163.6,17072.967,196163.0,1357.0,1338.0,148742.0,3.8,34.5,42.1,7016.0,62.9,26.98,250.792,257.145,101.941,101.78,116.2,203.2,2173.5387,3900697.67,1.7,2086.6,14091.0,78.7526
2018-06-01,103.198,101.7103,13653.7,14226.0,17140.662,195296.0,1192.0,1345.0,148960.0,4.0,34.5,42.2,7230.0,63.0,27.03,251.018,257.399,102.029,101.872,116.6,204.2,2190.9059,3903142.23,1.82,2052.7,14133.2,79.356
2018-07-01,103.3646,101.7704,13682.7,14298.5,17219.586,196304.0,1208.0,1334.0,149020.0,3.8,34.5,42.2,7190.0,63.0,27.1,251.214,257.699,102.137,102.006,116.8,204.3,2204.0475,3925600.56,1.91,2014.6,14170.0,79.4588
2018-08-01,104.0327,102.0029,13711.5,14356.7,17282.357,196074.0,1288.0,1273.0,149277.0,3.8,34.5,42.1,7208.0,62.6,27.21,251.663,257.891,102.208,102.016,116.6,203.4,2209.5234,3945836.92,1.91,1976.1,14221.3,79.9322
2018-09-01,104.1004,102.0449,13687.1,14354.0,17275.742,194902.0,1250.0,1314.0,149358.0,3.7,34.4,42.0,7411.0,62.8,27.32,252.182,258.368,102.418,102.205,116.6,203.6,2225.8983,3958356.01,1.95,1938.0,14243.9,79.9314
2018-10-01,103.9856,101.6625,13727.1,14370.2,17300.819,196389.0,1221.0,1272.0,149527.0,3.8,34.5,42.1,7304.0,62.9,27.37,252.772,258.917,102.595,102.366,117.6,204.6,2250.6354,3976162.39,2.19,1895.8,14257.6,79.7802
2018-11-01,104.0681,101.403,13800.3,14411.1,17339.645,197492.0,1181.0,1340.0,149617.0,3.8,34.4,41.9,7594.0,62.9,27.44,252.594,259.439,102.63,102.556,117.1,202.3,2274.2195,3991299.11,2.2,1840.8,14288.4,79.7722
2018-12-01,104.0936,101.769,13682.3,14599.3,17538.653,193504.0,1095.0,1317.0,149809.0,3.9,34.5,42.1,7489.0,63.0,27.56,252.767,260.063,102.701,102.735,116.8,201.0,2303.7249,4007041.95,2.27,1759.9,14392.0,79.7142
2019-01-01,103.4021,100.8777,13721.7,14598.4,17612.196,194187.0,1226.0,1254.0,150060.0,4.0,34.5,42.0,7502.0,63.1,27.59,252.561,260.766,102.648,102.87,116.7,199.1,2325.5638,4027126.21,2.4,1707.3,14460.2,79.1024
2019-02-01,102.8371,100.2878,13728.5,14633.7,17652.296,194123.0,1121.0,1286.0,150067.0,3.8,34.4,41.7,7066.0,63.1,27.69,253.319,261.186,102.836,102.963,117.1,199.2,2332.1404,4039735.38,2.4,1713.7,14506.6,78.5877
2019-03-01,102.8757,100.0465,13824.8,14657.7,17683.871,196358.0,1191.0,1295.0,150295.0,3.8,34.5,41.7,7317.0,63.0,27.77,254.277,261.567,103.069,103.058,117.7,200.8,2337.6688,4051283.51,2.41,1725.9,14559.5,78.5337
2019-04-01,102.274,99.4028,13825.9,14643.3,17673.034,195642.0,1272.0,1322.0,150591.0,3.7,34.4,41.6,7272.0,62.8,27.79,255.233,261.997,103.36,103.265,118.5,202.1,2329.2921,4068160.66,2.42,1623.9,14594.0,77.9898
2019-05-01,102.392,99.3987,13877.1,14641.9,17679.59,197708.0,1293.0,1347.0,150618.0,3.6,34.4,41.6,7275.0,62.9,27.88,255.296,262.217,103.435,103.371,118.6,201.7,2333.9824,4082900.98,2.39,1576.3,14703.2,77.9962
2019-06-01,102.4375,99.7717,13924.1,14660.2,17707.372,197972.0,1243.0,1299.0,150838.0,3.6,34.4,41.7,7194.0,63.0,27.97,255.213,262.739,103.484,103.56,118.5,200.3,2338.1213,4093846.76,2.38,1601.3,14798.8,77.9493
2019-07-01,101.9408,99.0618,13989.9,14651.8,17701.297,199018.0,1240.0,1379.0,150937.0,3.7,34.4,41.5,7042.0,63.1,28.03,255.802,263.28,103.622,103.678,118.7,200.7,2345.4616,4117949.98,2.4,1578.6,14882.7,77.4935
2019-08-01,102.639,99.7154,14043.6,14726.5,17779.85,200191.0,1375.0,1482.0,151169.0,3.6,34.4,41.5,7178.0,63.1,28.14,256.036,263.877,103.67,103.797,118.8,199.2,2363.8384,4133850.51,2.13,1586.8,14974.4,77.9497
2019-09-01,102.2917,98.9031,14066.2,14755.6,17812.342,198605.0,1311.0,1469.0,151365.0,3.5,34.4,41.5,7124.0,63.2,28.16,256.43,264.388,103.733,103.873,118.3,198.4,2370.4605,4146108.73,2.04,1504.8,15047.2,77.6205
2019-10-01,101.4281,98.0889,14067.2,14786.5,17847.211,198576.0,1325.0,1523.0,151460.0,3.6,34.4,41.4,7289.0,63.3,28.24,257.155,264.97,103.917,104.028,118.8,198.6,2370.5844,4163507.6,1.83,1547.1,15185.6,76.9099
2019-11-01,101.9372,98.9065,14142.8,14855.3,17908.82,199402.0,1353.0,1535.0,151667.0,3.6,34.3,41.4,6888.0,63.3,28.34,257.879,265.548,104.024,104.092,118.3,199.0,2369.1925,4164527.56,1.55,1595.2,15301.3,77.252
2019-12-01,101.7003,98.9568,14165.7,14796.5,17826.208,199461.0,1548.0,1443.0,151794.0,3.6,34.3,41.4,6699.0,63.3,28.38,258.63,266.02,104.307,104.322,118.4,199.0,2357.6794,4192191.39,1.55,1698.3,15351.5,77.0416
2020-01-01,101.0338,98.6069,14230.7,14945.8,17999.946,198790.0,1581.0,1490.0,152031.0,3.6,34.3,41.3,7124.0,63.3,28.43,259.127,266.716,104.49,104.507,119.0,199.3,2354.1502,4171617.45,1.55,1715.2,15425.0,76.519
2020-02-01,101.3735,98.8309,14181.4,15024.6,18077.882,198777.0,1549.0,1461.0,152293.0,3.5,34.3,41.5,6966.0,63.3,28.54,259.25,267.37,104.573,104.711,118.4,196.7,2350.7326,4185098.21,1.58,1726.9,15492.8,76.7764
2020-03-01,97.4078,94.3639,13249.1,14689.3,17829.921,181467.0,1266.0,1351.0,150895.0,4.4,34.1,41.2,5894.0,62.6,28.73,258.076,267.054,104.271,104.632,118.1,193.1,2564.4862,4169625.96,0.65,2099.4,16034.4,73.7887
2020-04-01,84.5619,79.8587,11798.6,13786.4,19985.052,156632.0,936.0,1079.0,130426.0,14.8,34.2,38.4,4606.0,60.1,30.04,256.032,265.746,103.838,104.293,116.7,185.5,2920.7324,4105366.12,0.05,2953.6,17064.0,64.0847
2020-05-01,85.9604,83.4204,12780.5,14119.0,19138.808,187039.0,1039.0,1251.0,133040.0,13.2,34.7,39.4,5612.0,60.8,29.72,255.802,265.412,103.942,104.402,117.3,188.6,3035.646,4089170.25,0.05,3217.6,17931.9,65.1874
2020-06-01,91.5934,89.9764,13476.8,14445.0,19132.418,201538.0,1266.0,1333.0,137671.0,11.0,34.6,39.9,6129.0,61.5,29.38,257.042,265.849,104.27,104.565,117.7,191.2,2923.9723,4101550.07,0.08,3043.6,18180.0,69.5218
2020-07-01,95.0256,93.2857,13683.5,14562.6,19315.344,203716.0,1526.0,1539.0,139255.0,10.2,34.6,40.7,6530.0,61.5,29.39,258.352,267.389,104.578,104.937,118.4,193.0,2856.0436,4117867.62,0.09,2718.5,18331.4,72.2103
2020-08-01,95.9549,94.6243,13793.0,14728.2,18687.291,204667.0,1396.0,1534.0,140821.0,8.4,34.7,41.0,6429.0,61.7,29.49,259.316,268.422,104.87,105.243,118.5,194.3,2814.9539,4113232.46,0.1,2799.7,18413.3,73.0192
2020-09-01,95.9669,94.5995,13964.6,14905.4,18807.121,208195.0,1473.0,1650.0,141770.0,7.8,34.8,41.2,6511.0,61.4,29.51,259.997,268.933,105.057,105.41,118.7,195.5,2760.0256,4128741.9,0.09,2852.8,18605.0,73.1451
2020-10-01,96.7394,95.5707,14007.1,15127.8,18795.411,207097.0,1543.0,1612.0,142460.0,6.9,34.8,41.4,6798.0,61.7,29.54,260.319,269.306,105.151,105.507,119.5,196.5,2698.642,4134691.98,0.09,2876.6,18759.9,73.8636
2020-11-01,97.0816,96.0944,13970.3,15108.4,18640.614,204645.0,1543.0,1692.0,142733.0,6.7,34.8,41.3,6820.0,61.5,29.64,260.911,269.981,105.258,105.605,119.3,198.3,2637.993,4135727.09,0.09,3034.7,19002.4,74.2637
2020-12-01,98.363,96.8555,14026.7,15089.9,18677.122,205517.0,1614.0,1755.0,142548.0,6.7,34.8,41.5,6773.0,61.5,29.91,262.045,270.341,105.699,105.896,119.4,200.5,2590.9175,4149026.48,0.09,3135.0,19119.4,75.3903
2021-01-01,98.8822,97.7998,14204.7,15086.9,20562.164,212888.0,1624.0,1856.0,142863.0,6.4,35.0,41.6,7162.0,61.4,29.93,262.687,270.387,106.147,106.281,120.9,204.8,2561.8847,4157571.02,0.09,3153.8,19375.3,75.9401
2021-02-01,95.6149,93.7406,14074.1,15098.9,19073.36,206728.0,1398.0,1703.0,143380.0,6.2,34.6,41.4,7827.0,61.4,30.05,263.579,270.793,106.5,106.501,121.9,210.6,2586.8021,4176857.93,0.08,3345.9,19641.4,73.5725
2021-03-01,98.3856,96.6782,14680.0,15241.0,22918.422,227800.0,1688.0,1756.0,144232.0,6.1,34.9,41.6,8499.0,61.5,30.03,264.961,271.459,107.054,106.933,123.0,215.0,2586.9613,4188484.51,0.07,3721.3,19874.5,75.8472
2021-04-01,98.5587,96.8939,14796.0,15377.5,19859.6,228405.0,1489.0,1710.0,144587.0,6.1,34.9,41.6,9346.0,61.6,30.22,266.614,273.66,107.618,107.558,124.3,217.9,2555.9397,4205750.36,0.07,3887.3,20174.2,76.1216
2021-05-01,99.4333,97.9551,14771.4,15456.9,19385.541,225529.0,1600.0,1705.0,145065.0,5.8,34.9,41.5,9954.0,61.6,30.41,268.383,275.465,108.175,108.099,125.5,224.9,2545.3037,4237470.5,0.06,3872.4,20457.5,76.931
2021-06-01,99.7987,97.9706,14892.6,15508.5,19316.247,226100.0,1664.0,1662.0,145820.0,5.9,34.8,41.4,10319.0,61.7,30.54,270.654,277.651,108.76,108.603,126.6,228.9,2476.2883,4388618.86,0.08,3848.1,20472.7,77.3367
2021-07-01,100.2519,98.8487,14869.0,15570.0,19435.463,221335.0,1600.0,1666.0,146762.0,5.4,34.8,41.4,10983.0,61.8,30.66,271.903,278.648,109.256,109.058,127.824,231.85,2450.0483,4405901.33,0.1,3943.9,20630.0,77.7972
2021-08-01,100.0437,98.2683,14970.2,15569.7,19407.737,222071.0,1596.0,1740.0,147314.0,5.1,34.8,41.4,10872.0,61.7,30.78,272.676,278.997,109.674,109.409,128.755,233.415,2428.1448,4423403.41,0.09,4140.1,20844.1,77.7308
2021-09-01,98.8579,97.0654,14990.6,15608.0,19234.211,222581.0,1576.0,1649.0,147771.0,4.7,34.8,41.3,10834.0,61.7,30.98,273.91,279.698,110.034,109.641,129.116,235.678,2416.7921,4447135.68,0.08,4193.2,20985.5,76.8871
2021-10-01,100.1861,98.4333,15085.5,15663.7,19258.34,223675.0,1587.0,1699.0,148572.0,4.5,34.7,41.3,11238.0,61.8,31.14,276.55,281.668,110.762,110.188,130.097,240.465,2421.4054,4464959.71,0.08,4128.1,21164.2,77.9838
2021-11-01,100.8654,99.0146,15115.9,15657.2,19227.878,224034.0,1707.0,1770.0,149230.0,4.1,34.8,41.5,11199.0,61.9,31.23,278.919,283.406,111.5,110.77,131.09,243.287,2436.2572,4490204.4,0.08,4180.6,21341.0,78.562
2021-12-01,100.5726,98.897,15059.2,15610.8,19170.498,220740.0,1711.0,1886.0,149816.0,3.9,34.9,41.5,11520.0,62.0,31.39,280.845,285.18,112.191,111.418,131.344,241.338,2474.0848,4512720.41,0.08,4187.9,21502.8,78.3687
2022-01-01,100.1856,97.9535,15067.8,15496.6,19062.795,223509.0,1693.0,1923.0,150006.0,4.0,34.5,41.2,11210.0,62.2,31.6,282.543,286.757,112.805,111.976,133.074,246.453,2487.9189,4526943.79,0.08,3871.1,21647.4,78.088
2022-02-01,100.8064,98.5223,15077.9,15483.6,19079.074,224289.0,1730.0,1846.0,150825.0,3.9,34.7,41.5,11698.0,62.3,31.64,284.5,288.273,113.471,112.468,134.581,252.66,2499.3377,4558299.13,0.08,3804.5,21725.6,78.5777
2022-03-01,101.3907,98.9704,15156.8,15420.6,18998.629,226307.0,1700.0,1899.0,151315.0,3.7,34.7,41.5,12301.0,62.4,31.8,287.674,289.056,114.469,112.914,137.341,260.014,2538.8537,4598631.98,0.2,3874.7,21788.1,79.0253
2022-04-01,101.44,98.9204,15235.4,15417.5,19006.44,228788.0,1807.0,1849.0,151623.0,3.7,34.6,41.3,11861.0,62.2,31.96,288.561,290.514,114.812,113.307,138.179,265.31,2564.3738,4631140.48,0.33,3615.4,21768.4,79.0418
2022-05-01,101.3335,98.4799,15214.1,15401.5,18963.136,226520.0,1546.0,1711.0,151924.0,3.6,34.6,41.1,11535.0,62.3,32.1,291.298,292.063,115.525,113.703,139.419,273.251,2609.33,4660972.28,0.77,3317.9,21718.0,78.9224
2022-06-01,101.018,97.9383,15223.6,15342.3,18871.331,225834.0,1556.0,1726.0,152358.0,3.6,34.6,40.9,11283.0,62.2,32.19,294.957,294.05,116.638,114.376,140.819,280.251,2665.5908,4698764.18,1.21,3228.4,21647.0,78.6259
2022-07-01,101.223,98.0214,15237.1,15515.9,19050.186,223642.0,1382.0,1707.0,153072.0,3.5,34.6,41.0,11576.0,62.1,32.34,294.913,295.088,116.631,114.628,140.284,272.274,2697.8587,4722381.39,1.68,3258.7,21649.3,78.7204
2022-08-01,101.0963,98.0019,15319.8,15585.4,19115.806,224864.0,1532.0,1565.0,153362.0,3.6,34.5,40.9,10092.0,62.3,32.44,295.097,296.535,116.956,115.276,139.965,269.546,2723.4056,4752120.15,2.33,3305.9,21641.9,78.5438
2022-09-01,101.2918,97.9936,15330.5,15638.0,19158.931,223336.0,1481.0,1586.0,153582.0,3.5,34.6,41.0,10800.0,62.2,32.57,296.349,298.226,117.371,115.788,140.066,267.898,2747.9147,4778706.17,2.56,3131.4,21541.3,78.6087
2022-10-01,101.2529,98.239,15358.1,15614.3,19196.543,224381.0,1446.0,1583.0,153939.0,3.6,34.6,41.0,10447.0,62.2,32.7,298.007,299.399,117.919,116.204,140.74,265.061,2773.0009,4812477.06,3.08,3055.7,21464.1,78.4843
2022-11-01,100.9552,97.4555,15317.1,15618.5,19205.667,220712.0,1434.0,1424.0,154242.0,3.6,34.5,40.9,10632.0,62.1,32.82,298.786,300.325,118.224,116.539,140.785,263.157,2792.5376,4843070.13,3.78,3126.2,21409.5,78.1544
