Dataset 1,Dataset 2,Lag months,Pearson,Spearman,Overlapping observations,Aligned start,Aligned end
Real Personal Income,Housing Starts,-3,0.02927796655109392,0.04115698034468487,807,1959-02-01,2026-04-01
Real Personal Income,Housing Starts,-2,0.04495090903280245,0.060981502799746325,808,1959-02-01,2026-05-01
Real Personal Income,Housing Starts,-1,-0.09907670423010145,0.021741340420303217,809,1959-02-01,2026-06-01
Real Personal Income,Housing Starts,0,0.08770072912591002,0.08276035250962785,810,1959-02-01,2026-07-01
Real Personal Income,Housing Starts,1,-0.09258882296212094,-0.013466487901090538,810,1959-03-01,2026-08-01
Real Personal Income,Housing Starts,2,0.05783722528575125,-0.046101074444311295,809,1959-04-01,2026-08-01
Real Personal Income,Housing Starts,3,0.03803188746201037,0.03257078829934527,808,1959-05-01,2026-08-01
Real Personal Income,Housing Starts,4,-0.026789230843846535,0.017640813013894138,807,1959-06-01,2026-08-01
Real Personal Income,Housing Starts,5,0.02950942328042222,0.0038544764321760683,806,1959-07-01,2026-08-01
Real Personal Income,Housing Starts,6,-0.020241912382804608,-0.027270433507923762,805,1959-08-01,2026-08-01
Real Personal Income,Housing Starts,7,-0.03328188691282659,-0.009635232783749167,804,1959-09-01,2026-08-01
Real Personal Income,Housing Starts,8,0.03734270550328259,0.04085859830272058,803,1959-10-01,2026-08-01
Real Personal Income,Housing Starts,9,0.0051236295304712826,-0.003432006056659195,802,1959-11-01,2026-08-01
Real Personal Income,Housing Starts,10,-0.06361911811918762,-0.041315536702145994,801,1959-12-01,2026-08-01
Real Personal Income,Housing Starts,11,0.06344831374143575,0.01977299828792305,800,1960-01-01,2026-08-01
Real Personal Income,Housing Starts,12,-0.021655861584117198,-0.010274980862177308,799,1960-02-01,2026-08-01
Real Personal Income,Building Permits,-12,0.05054646436941372,0.07753428168890614,786,1960-02-01,2025-07-01
Real Personal Income,Building Permits,-11,-0.06734898849925573,0.08141201019071376,787,1960-02-01,2025-08-01
Real Personal Income,Building Permits,-10,0.06683655561137088,0.11923980390975236,788,1960-02-01,2025-09-01
Real Personal Income,Building Permits,-9,-0.0499817842377875,0.04227469785736261,789,1960-02-01,2025-10-01
Real Personal Income,Building Permits,-8,0.09404006333519407,0.0536282995275853,790,1960-02-01,2025-11-01
Real Personal Income,Building Permits,-7,-0.03485210046827996,-0.004622243958034919,791,1960-02-01,2025-12-01
Real Personal Income,Building Permits,-6,0.0968026321129761,0.09429106649102711,792,1960-02-01,2026-01-01
Real Personal Income,Building Permits,-5,-0.008341436838847468,0.014920624414729486,793,1960-02-01,2026-02-01
Real Personal Income,Building Permits,-4,0.040204567479524424,0.11125443105208792,794,1960-02-01,2026-03-01
Real Personal Income,Building Permits,-3,0.013869691085182245,0.01953129853473736,795,1960-02-01,2026-04-01
Real Personal Income,Building Permits,-2,0.050166090128446195,0.04044013420836739,796,1960-02-01,2026-05-01
Real Personal Income,Building Permits,-1,-0.029924284111707375,0.03340950613393481,797,1960-02-01,2026-06-01
Real Personal Income,Building Permits,0,0.0027985432061926004,0.0581121297103536,798,1960-02-01,2026-07-01
Real Personal Income,Building Permits,1,0.025408592085102193,-0.013411184016768617,799,1960-02-01,2026-08-01
Real Personal Income,Building Permits,2,0.004412192387870841,-0.017344848863736186,799,1960-02-01,2026-08-01
Real Personal Income,Building Permits,3,-0.009373573051613975,-0.031215288824825948,799,1960-02-01,2026-08-01
Real Personal Income,Building Permits,4,-5.388172975488746e-05,0.011160767546626885,799,1960-02-01,2026-08-01
Real Personal Income,Building Permits,5,0.03510246545193476,-0.00031163250090669335,799,1960-02-01,2026-08-01
Real Personal Income,Building Permits,6,-0.052073201757144486,-0.01159509806651813,799,1960-02-01,2026-08-01
Real Personal Income,Building Permits,7,0.020700893197241273,0.015223376472216702,799,1960-02-01,2026-08-01
Real Personal Income,Building Permits,8,-0.010478164714679933,-0.007461147612298142,799,1960-02-01,2026-08-01
Real Personal Income,Building Permits,9,0.02711581943492905,-0.005066907090950952,799,1960-02-01,2026-08-01
Real Personal Income,Building Permits,10,-0.010767497450531094,-0.03279669466993208,799,1960-02-01,2026-08-01
Real Personal Income,Building Permits,11,-0.0018986189863961175,-0.0037931343865315213,799,1960-02-01,2026-08-01
Real Personal Income,Building Permits,12,0.017551716252632747,-0.024982262396318435,799,1960-02-01,2026-08-01
Real Personal Income,Nonfarm Payroll Employment,-12,0.2935069039645346,0.009011851412734806,810,1958-02-01,2025-07-01
Real Personal Income,Nonfarm Payroll Employment,-11,-0.5656725662881128,0.03271784939365152,810,1958-03-01,2025-08-01
Real Personal Income,Nonfarm Payroll Employment,-10,0.16253080498293185,0.09069989658121208,810,1958-04-01,2025-09-01
Real Personal Income,Nonfarm Payroll Employment,-9,-0.17277438618950758,0.12508123703486504,810,1958-05-01,2025-10-01
Real Personal Income,Nonfarm Payroll Employment,-8,0.01702725416698887,0.17855038124920727,810,1958-06-01,2025-11-01
Real Personal Income,Nonfarm Payroll Employment,-7,0.1128891689403492,0.12904909957976646,810,1958-07-01,2025-12-01
Real Personal Income,Nonfarm Payroll Employment,-6,0.03232168657962908,0.12917733226009875,810,1958-08-01,2026-01-01
Real Personal Income,Nonfarm Payroll Employment,-5,0.029726218030811366,0.13918652633328316,810,1958-09-01,2026-02-01
Real Personal Income,Nonfarm Payroll Employment,-4,0.11533359734145397,0.16352558130765385,810,1958-10-01,2026-03-01
Real Personal Income,Nonfarm Payroll Employment,-3,-0.02174170723087902,0.15632316780558128,810,1958-11-01,2026-04-01
Real Personal Income,Nonfarm Payroll Employment,-2,0.02064422426337645,0.19691379005415457,810,1958-12-01,2026-05-01
Real Personal Income,Nonfarm Payroll Employment,-1,0.10696911116067682,0.22323513394799896,810,1959-01-01,2026-06-01
Real Personal Income,Nonfarm Payroll Employment,0,-0.270938193931337,0.3363932599828403,810,1959-02-01,2026-07-01
Real Personal Income,Nonfarm Payroll Employment,1,0.07720714563115512,0.24279132897344483,810,1959-03-01,2026-08-01
Real Personal Income,Nonfarm Payroll Employment,2,0.08490024574502504,0.2334974659394246,809,1959-04-01,2026-08-01
Real Personal Income,Nonfarm Payroll Employment,3,0.013797826883912227,0.21849840587148495,808,1959-05-01,2026-08-01
Real Personal Income,Nonfarm Payroll Employment,4,0.07770511065604531,0.24229265911822762,807,1959-06-01,2026-08-01
Real Personal Income,Nonfarm Payroll Employment,5,0.03085954823875163,0.2024149846618394,806,1959-07-01,2026-08-01
Real Personal Income,Nonfarm Payroll Employment,6,0.023386794055320046,0.1657094365725125,805,1959-08-01,2026-08-01
Real Personal Income,Nonfarm Payroll Employment,7,0.03138745567162992,0.15806000511893323,804,1959-09-01,2026-08-01
Real Personal Income,Nonfarm Payroll Employment,8,0.0093438114721263,0.1574996914138327,803,1959-10-01,2026-08-01
Real Personal Income,Nonfarm Payroll Employment,9,0.04064254140720851,0.18293100788916045,802,1959-11-01,2026-08-01
Real Personal Income,Nonfarm Payroll Employment,10,0.0072014039097155706,0.1434752071133029,801,1959-12-01,2026-08-01
Real Personal Income,Nonfarm Payroll Employment,11,0.047336286531729194,0.21539588343106789,800,1960-01-01,2026-08-01
Real Personal Income,Nonfarm Payroll Employment,12,0.02389500707179688,0.14217214657419516,799,1960-02-01,2026-08-01
Real Personal Income,Unemployment Rate,-12,-0.2776867199541081,0.012709048886820739,810,1958-02-01,2025-07-01
Real Personal Income,Unemployment Rate,-11,0.5543349560243991,0.0033114730620672187,810,1958-03-01,2025-08-01
Real Personal Income,Unemployment Rate,-10,-0.17248489364828776,-0.03703254459130384,810,1958-04-01,2025-09-01
Real Personal Income,Unemployment Rate,-9,0.20453013454181124,-0.054571423130881286,809,1958-05-01,2025-09-01
Real Personal Income,Unemployment Rate,-8,0.008644485268501768,-0.0476702053683304,808,1958-06-01,2025-09-01
Real Personal Income,Unemployment Rate,-7,-0.13854962554369965,-0.08259722258957528,808,1958-07-01,2025-12-01
Real Personal Income,Unemployment Rate,-6,0.007092480793882747,-0.0764858413538899,808,1958-08-01,2026-01-01
Real Personal Income,Unemployment Rate,-5,-0.05711437546629659,0.004339662931673874,808,1958-09-01,2026-02-01
Real Personal Income,Unemployment Rate,-4,-0.10471932744882577,-0.11325788419553352,808,1958-10-01,2026-03-01
Real Personal Income,Unemployment Rate,-3,0.015890427135002366,-0.052938311692533865,808,1958-11-01,2026-04-01
Real Personal Income,Unemployment Rate,-2,-0.027790488212078954,-0.12125829773708266,808,1958-12-01,2026-05-01
Real Personal Income,Unemployment Rate,-1,-0.1062766693321722,-0.08844718889520586,808,1959-01-01,2026-06-01
Real Personal Income,Unemployment Rate,0,0.3003294346263363,-0.1663441823595104,808,1959-02-01,2026-07-01
Real Personal Income,Unemployment Rate,1,-0.07131578914151039,-0.11485344930066742,808,1959-03-01,2026-08-01
Real Personal Income,Unemployment Rate,2,-0.07392377590151039,-0.16189898149869147,807,1959-04-01,2026-08-01
Real Personal Income,Unemployment Rate,3,0.03659275048887473,-0.016736600564543513,806,1959-05-01,2026-08-01
Real Personal Income,Unemployment Rate,4,-0.09985579700530371,-0.10672468566123791,805,1959-06-01,2026-08-01
Real Personal Income,Unemployment Rate,5,0.002047153402028437,-0.06143347094574382,804,1959-07-01,2026-08-01
Real Personal Income,Unemployment Rate,6,-0.037812312849400974,0.015089221125490073,803,1959-08-01,2026-08-01
Real Personal Income,Unemployment Rate,7,-0.009045806046308641,-0.05215725541745506,802,1959-09-01,2026-08-01
Real Personal Income,Unemployment Rate,8,-0.024899882904276627,-0.11267295286701955,801,1959-10-01,2026-08-01
Real Personal Income,Unemployment Rate,9,-0.03416922715757808,-0.0775551676855355,800,1959-11-01,2026-08-01
Real Personal Income,Unemployment Rate,10,0.0016746766873079876,0.022966458055626505,799,1959-12-01,2026-08-01
Real Personal Income,Unemployment Rate,11,-0.014795762348130202,-0.03607800470470755,798,1960-01-01,2026-08-01
Real Personal Income,Unemployment Rate,12,-0.010046950377401762,-0.006413623330589915,797,1960-02-01,2026-08-01
Real Personal Income,Average Weekly Hours — Total Private,-12,-0.18547600712884058,-0.12555462107828275,232,2006-04-01,2025-07-01
Real Personal Income,Average Weekly Hours — Total Private,-11,-0.04678513385815212,0.028353247233348762,233,2006-04-01,2025-08-01
Real Personal Income,Average Weekly Hours — Total Private,-10,0.17949914350173046,0.008972609972786488,234,2006-04-01,2025-09-01
Real Personal Income,Average Weekly Hours — Total Private,-9,-0.0767470524732283,0.006476952349074568,235,2006-04-01,2025-10-01
Real Personal Income,Average Weekly Hours — Total Private,-8,0.0991772488415608,0.06554311964590699,236,2006-04-01,2025-11-01
Real Personal Income,Average Weekly Hours — Total Private,-7,-0.018254248052539498,-0.04488093330141391,237,2006-04-01,2025-12-01
Real Personal Income,Average Weekly Hours — Total Private,-6,0.026293890885799455,0.007868033347094768,238,2006-04-01,2026-01-01
Real Personal Income,Average Weekly Hours — Total Private,-5,-0.0036382681178475035,0.016067691181703554,239,2006-04-01,2026-02-01
Real Personal Income,Average Weekly Hours — Total Private,-4,0.022853099012572722,0.029467924694098344,240,2006-04-01,2026-03-01
Real Personal Income,Average Weekly Hours — Total Private,-3,-0.053302618410437964,0.06099660676163545,241,2006-04-01,2026-04-01
Real Personal Income,Average Weekly Hours — Total Private,-2,0.21232846731969462,0.034687377898649535,242,2006-04-01,2026-05-01
Real Personal Income,Average Weekly Hours — Total Private,-1,-0.34173759155680794,-0.10619086912535017,243,2006-04-01,2026-06-01
Real Personal Income,Average Weekly Hours — Total Private,0,0.24185964420703238,0.16667777693316496,244,2006-04-01,2026-07-01
Real Personal Income,Average Weekly Hours — Total Private,1,-0.02610249249097632,-0.09276706916020831,245,2006-04-01,2026-08-01
Real Personal Income,Average Weekly Hours — Total Private,2,0.0532353439969838,0.028125598789324104,245,2006-04-01,2026-08-01
Real Personal Income,Average Weekly Hours — Total Private,3,-0.005731695417143311,0.11186364115633382,245,2006-04-01,2026-08-01
Real Personal Income,Average Weekly Hours — Total Private,4,0.03913391555201748,0.032412637546805095,245,2006-04-01,2026-08-01
Real Personal Income,Average Weekly Hours — Total Private,5,-0.02497986126436317,-0.11520862639402779,245,2006-04-01,2026-08-01
Real Personal Income,Average Weekly Hours — Total Private,6,0.06359167969206152,0.08041087271709771,245,2006-04-01,2026-08-01
Real Personal Income,Average Weekly Hours — Total Private,7,-0.12869355352009063,-0.04121527601721354,245,2006-04-01,2026-08-01
Real Personal Income,Average Weekly Hours — Total Private,8,0.07400762493907688,0.07657791418479082,245,2006-04-01,2026-08-01
Real Personal Income,Average Weekly Hours — Total Private,9,0.18539711422395322,0.02658737486863865,245,2006-04-01,2026-08-01
Real Personal Income,Average Weekly Hours — Total Private,10,-0.3551075179393908,-0.11943092069834997,245,2006-04-01,2026-08-01
Real Personal Income,Average Weekly Hours — Total Private,11,0.2589118680013349,0.11876305341979246,245,2006-04-01,2026-08-01
Real Personal Income,Average Weekly Hours — Total Private,12,-0.08694626181868925,-0.0006344087356499327,245,2006-04-01,2026-08-01
Real Personal Income,Average Weekly Hours — Manufacturing,-12,0.08336119230154275,-0.006390351752654416,810,1958-02-01,2025-07-01
Real Personal Income,Average Weekly Hours — Manufacturing,-11,-0.26157902354519685,0.000138040371433026,810,1958-03-01,2025-08-01
Real Personal Income,Average Weekly Hours — Manufacturing,-10,0.154025327879255,0.05956563348771286,810,1958-04-01,2025-09-01
Real Personal Income,Average Weekly Hours — Manufacturing,-9,-0.13372980158709522,0.10003266278730086,810,1958-05-01,2025-10-01
Real Personal Income,Average Weekly Hours — Manufacturing,-8,0.08739132473115062,0.07629861746822887,810,1958-06-01,2025-11-01
Real Personal Income,Average Weekly Hours — Manufacturing,-7,0.03619370745444529,0.058139358011374195,810,1958-07-01,2025-12-01
Real Personal Income,Average Weekly Hours — Manufacturing,-6,0.02305092968160714,0.05751021601881847,810,1958-08-01,2026-01-01
Real Personal Income,Average Weekly Hours — Manufacturing,-5,0.03701960570497203,0.05403239017207512,810,1958-09-01,2026-02-01
Real Personal Income,Average Weekly Hours — Manufacturing,-4,0.035550867926013155,0.06682314544523082,810,1958-10-01,2026-03-01
Real Personal Income,Average Weekly Hours — Manufacturing,-3,-0.019338595534577063,-0.005469963448406511,810,1958-11-01,2026-04-01
Real Personal Income,Average Weekly Hours — Manufacturing,-2,0.04451727464085506,0.0509561880579087,810,1958-12-01,2026-05-01
Real Personal Income,Average Weekly Hours — Manufacturing,-1,-0.003694889587268854,0.004929692120095729,810,1959-01-01,2026-06-01
Real Personal Income,Average Weekly Hours — Manufacturing,0,-0.06806142562903414,0.17945862430002088,810,1959-02-01,2026-07-01
Real Personal Income,Average Weekly Hours — Manufacturing,1,0.04312422149051763,-0.0005990482289329082,810,1959-03-01,2026-08-01
Real Personal Income,Average Weekly Hours — Manufacturing,2,-0.004854078849960937,-0.01574720511956934,809,1959-04-01,2026-08-01
Real Personal Income,Average Weekly Hours — Manufacturing,3,0.037040087494559795,0.054636956729554556,808,1959-05-01,2026-08-01
Real Personal Income,Average Weekly Hours — Manufacturing,4,0.020480941465353602,0.003803288306564281,807,1959-06-01,2026-08-01
Real Personal Income,Average Weekly Hours — Manufacturing,5,-0.008343036011633087,-0.02710632759195441,806,1959-07-01,2026-08-01
Real Personal Income,Average Weekly Hours — Manufacturing,6,-0.015048533555056065,-0.026943389728089077,805,1959-08-01,2026-08-01
Real Personal Income,Average Weekly Hours — Manufacturing,7,-0.023751693428117577,-0.042312732770534205,804,1959-09-01,2026-08-01
Real Personal Income,Average Weekly Hours — Manufacturing,8,0.01545231715083765,-0.04456590192816872,803,1959-10-01,2026-08-01
Real Personal Income,Average Weekly Hours — Manufacturing,9,0.01792765914128775,0.0007614845399671483,802,1959-11-01,2026-08-01
Real Personal Income,Average Weekly Hours — Manufacturing,10,-0.06715459881986661,-0.07231185083395823,801,1959-12-01,2026-08-01
Real Personal Income,Average Weekly Hours — Manufacturing,11,0.06893530652755328,0.08863105188454035,800,1960-01-01,2026-08-01
Real Personal Income,Average Weekly Hours — Manufacturing,12,-0.025600055019502205,-0.1025180889335491,799,1960-02-01,2026-08-01
Real Personal Income,Job Openings,-12,0.006173174486890735,0.0338085577795021,295,2001-01-01,2025-07-01
Real Personal Income,Job Openings,-11,-0.19020482419881637,-0.007645395780989001,296,2001-01-01,2025-08-01
Real Personal Income,Job Openings,-10,0.06647432206535452,-0.04905118663507926,297,2001-01-01,2025-09-01
Real Personal Income,Job Openings,-9,-0.07204261118429257,0.027650752774767945,298,2001-01-01,2025-10-01
Real Personal Income,Job Openings,-8,0.10370358304358082,0.05230589661287064,299,2001-01-01,2025-11-01
Real Personal Income,Job Openings,-7,-0.0007367233119659224,-0.030483005366726296,300,2001-01-01,2025-12-01
Real Personal Income,Job Openings,-6,0.029013598560254338,0.09312006336494248,301,2001-01-01,2026-01-01
Real Personal Income,Job Openings,-5,0.03890805440855011,0.018821487878034684,302,2001-01-01,2026-02-01
Real Personal Income,Job Openings,-4,-0.014013388510330882,0.0011073475768629494,303,2001-01-01,2026-03-01
Real Personal Income,Job Openings,-3,0.008847769597814047,0.11326467849545956,304,2001-01-01,2026-04-01
Real Personal Income,Job Openings,-2,7.213762972222199e-05,-0.05222512646128338,305,2001-01-01,2026-05-01
Real Personal Income,Job Openings,-1,-0.06974528004270436,-0.013749048506036688,306,2001-01-01,2026-06-01
Real Personal Income,Job Openings,0,-0.026518873993507237,0.18815533320227706,307,2001-01-01,2026-07-01
Real Personal Income,Job Openings,1,0.10351581225019725,-0.017955538744962005,307,2001-01-01,2026-07-01
Real Personal Income,Job Openings,2,0.03797149529439034,0.021225309786336802,307,2001-01-01,2026-07-01
Real Personal Income,Job Openings,3,0.04747498861220174,0.0457249526994689,307,2001-01-01,2026-07-01
Real Personal Income,Job Openings,4,0.03939332503729137,-0.013057517943511428,307,2001-01-01,2026-07-01
Real Personal Income,Job Openings,5,-0.007895423575038469,0.0604360192403879,307,2001-01-01,2026-07-01
Real Personal Income,Job Openings,6,0.027923108291896825,0.04235066842846111,307,2001-01-01,2026-07-01
Real Personal Income,Job Openings,7,0.008186580399166638,-0.013855053422020274,307,2001-01-01,2026-07-01
Real Personal Income,Job Openings,8,-0.0587588061120497,-0.04052790793545727,307,2001-01-01,2026-07-01
Real Personal Income,Job Openings,9,0.07042903345960624,0.04394283624021122,307,2001-01-01,2026-07-01
Real Personal Income,Job Openings,10,-0.05461020770009559,-0.03263425595289937,307,2001-01-01,2026-07-01
Real Personal Income,Job Openings,11,0.034189635263875334,0.11105857800626916,307,2001-01-01,2026-07-01
Real Personal Income,Job Openings,12,0.07909116634273122,0.026803081315440007,307,2001-01-01,2026-07-01
Real Personal Income,Labor Force Participation Rate,-12,0.07010323780480739,-0.0659484588121272,810,1958-02-01,2025-07-01
Real Personal Income,Labor Force Participation Rate,-11,-0.28530086992749176,0.031047218765090766,810,1958-03-01,2025-08-01
Real Personal Income,Labor Force Participation Rate,-10,0.0817126022204917,-0.010396636364421974,810,1958-04-01,2025-09-01
Real Personal Income,Labor Force Participation Rate,-9,-0.06980095884455542,0.03467963978126551,809,1958-05-01,2025-09-01
Real Personal Income,Labor Force Participation Rate,-8,-0.007814683642161778,-0.014600395013886977,808,1958-06-01,2025-09-01
Real Personal Income,Labor Force Participation Rate,-7,0.09657548323107804,0.027654169489684105,808,1958-07-01,2025-12-01
Real Personal Income,Labor Force Participation Rate,-6,-0.050071926667362085,-0.03344477245185567,808,1958-08-01,2026-01-01
Real Personal Income,Labor Force Participation Rate,-5,0.08450601827989376,0.010557977524471037,808,1958-09-01,2026-02-01
Real Personal Income,Labor Force Participation Rate,-4,-0.0027041474179026,0.0013508813454969487,808,1958-10-01,2026-03-01
Real Personal Income,Labor Force Participation Rate,-3,-0.004658486239865138,0.006783853386851914,808,1958-11-01,2026-04-01
Real Personal Income,Labor Force Participation Rate,-2,-0.0019321500422458547,0.026552995575377512,808,1958-12-01,2026-05-01
Real Personal Income,Labor Force Participation Rate,-1,0.00595001524848922,0.01397497187763937,808,1959-01-01,2026-06-01
Real Personal Income,Labor Force Participation Rate,0,-0.1562344278024022,0.0803444500141384,808,1959-02-01,2026-07-01
Real Personal Income,Labor Force Participation Rate,1,0.0808706938620283,0.05131157659958639,808,1959-03-01,2026-08-01
Real Personal Income,Labor Force Participation Rate,2,0.0059712239099452445,-0.07702584095401704,807,1959-04-01,2026-08-01
Real Personal Income,Labor Force Participation Rate,3,0.007433230506927203,0.06983693494096328,806,1959-05-01,2026-08-01
Real Personal Income,Labor Force Participation Rate,4,0.05442722224096368,0.022392597027070606,805,1959-06-01,2026-08-01
Real Personal Income,Labor Force Participation Rate,5,-0.0265280868903365,-0.009029386508197425,804,1959-07-01,2026-08-01
Real Personal Income,Labor Force Participation Rate,6,0.04311316188448526,0.0570854497257747,803,1959-08-01,2026-08-01
Real Personal Income,Labor Force Participation Rate,7,-0.013754164021801069,0.03645921715442187,802,1959-09-01,2026-08-01
Real Personal Income,Labor Force Participation Rate,8,0.0027540610658533934,-0.003988640339860461,801,1959-10-01,2026-08-01
Real Personal Income,Labor Force Participation Rate,9,0.013323041641634916,0.028365811846125688,800,1959-11-01,2026-08-01
Real Personal Income,Labor Force Participation Rate,10,-0.0010706599475349295,-0.029794170150425563,799,1959-12-01,2026-08-01
Real Personal Income,Labor Force Participation Rate,11,0.025766900888583084,0.04967059607111335,798,1960-01-01,2026-08-01
Real Personal Income,Labor Force Participation Rate,12,0.04422936195233296,0.021297705102723514,797,1960-02-01,2026-08-01
Real Personal Income,Average Hourly Earnings — Total Private,-12,-0.30336068375590053,-0.08299537559229078,232,2006-04-01,2025-07-01
Real Personal Income,Average Hourly Earnings — Total Private,-11,0.6415902431635918,0.06709180915097146,233,2006-04-01,2025-08-01
Real Personal Income,Average Hourly Earnings — Total Private,-10,-0.22204007958219563,-0.1480099671526312,234,2006-04-01,2025-09-01
Real Personal Income,Average Hourly Earnings — Total Private,-9,0.14886413309011592,-0.046273727275259705,235,2006-04-01,2025-10-01
Real Personal Income,Average Hourly Earnings — Total Private,-8,-0.030765869296470436,-0.019466439520233515,236,2006-04-01,2025-11-01
Real Personal Income,Average Hourly Earnings — Total Private,-7,-0.10085269493688748,-0.16363593750176345,237,2006-04-01,2025-12-01
Real Personal Income,Average Hourly Earnings — Total Private,-6,-0.028566375828775078,-0.047480184140225354,238,2006-04-01,2026-01-01
Real Personal Income,Average Hourly Earnings — Total Private,-5,0.004610551034291206,-0.002561474509391185,239,2006-04-01,2026-02-01
Real Personal Income,Average Hourly Earnings — Total Private,-4,-0.16349949568629984,-0.19339893713569048,240,2006-04-01,2026-03-01
Real Personal Income,Average Hourly Earnings — Total Private,-3,0.117377684780929,-0.01220566071146004,241,2006-04-01,2026-04-01
Real Personal Income,Average Hourly Earnings — Total Private,-2,-0.04805288126385612,-0.16786910149430148,242,2006-04-01,2026-05-01
Real Personal Income,Average Hourly Earnings — Total Private,-1,-0.020587790591633303,-0.10643401232468407,243,2006-04-01,2026-06-01
Real Personal Income,Average Hourly Earnings — Total Private,0,0.24718376001328454,-0.04673073221898749,244,2006-04-01,2026-07-01
Real Personal Income,Average Hourly Earnings — Total Private,1,-0.06764530892048505,-0.0456459367655101,245,2006-04-01,2026-08-01
Real Personal Income,Average Hourly Earnings — Total Private,2,-0.07540905746868996,-0.021938414136020934,245,2006-04-01,2026-08-01
Real Personal Income,Average Hourly Earnings — Total Private,3,0.02704650828852809,-0.02292252153598527,245,2006-04-01,2026-08-01
Real Personal Income,Average Hourly Earnings — Total Private,4,-0.019626741137646786,-0.14267109271124792,245,2006-04-01,2026-08-01
Real Personal Income,Average Hourly Earnings — Total Private,5,-0.02342617889986266,-0.017023589202368187,245,2006-04-01,2026-08-01
Real Personal Income,Average Hourly Earnings — Total Private,6,0.020121328117363717,-0.04460552471330899,245,2006-04-01,2026-08-01
Real Personal Income,Average Hourly Earnings — Total Private,7,0.01018593664330331,-0.06543498200310145,245,2006-04-01,2026-08-01
Real Personal Income,Average Hourly Earnings — Total Private,8,0.029518132222620803,-0.08577564963072258,245,2006-04-01,2026-08-01
Real Personal Income,Average Hourly Earnings — Total Private,9,-0.02152352394213747,0.00012974550298037302,245,2006-04-01,2026-08-01
Real Personal Income,Average Hourly Earnings — Total Private,10,0.056590056938320095,-0.041032219319906145,245,2006-04-01,2026-08-01
Real Personal Income,Average Hourly Earnings — Total Private,11,-0.07142149523067293,-0.11354526731578596,245,2006-04-01,2026-08-01
Real Personal Income,Average Hourly Earnings — Total Private,12,0.04595889488289385,0.0181741625306847,245,2006-04-01,2026-08-01
Real Personal Income,CPI All Items,-12,-0.017840485649432688,-0.07785024807311132,810,1958-02-01,2025-07-01
Real Personal Income,CPI All Items,-11,-0.08114743421861995,-0.0981931129864289,810,1958-03-01,2025-08-01
Real Personal Income,CPI All Items,-10,-0.07835769589661404,-0.13603469741659716,810,1958-04-01,2025-09-01
Real Personal Income,CPI All Items,-9,-0.038167872849935565,-0.05854673241217574,809,1958-05-01,2025-09-01
Real Personal Income,CPI All Items,-8,-0.017211864159636,-0.061819324817324314,808,1958-06-01,2025-09-01
Real Personal Income,CPI All Items,-7,-0.004826365807164605,-0.027636640152859892,808,1958-07-01,2025-12-01
Real Personal Income,CPI All Items,-6,0.002348623923996861,-0.044064930071132914,808,1958-08-01,2026-01-01
Real Personal Income,CPI All Items,-5,-0.037146001494518646,-0.09569994823554344,808,1958-09-01,2026-02-01
Real Personal Income,CPI All Items,-4,-0.01656736628262838,-0.06982942272800274,808,1958-10-01,2026-03-01
Real Personal Income,CPI All Items,-3,-0.008863270395428693,-0.030961266191640736,808,1958-11-01,2026-04-01
Real Personal Income,CPI All Items,-2,-0.021957781888676416,-0.05247495469325754,808,1958-12-01,2026-05-01
Real Personal Income,CPI All Items,-1,-0.05087466558442617,-0.08430533065018402,808,1959-01-01,2026-06-01
Real Personal Income,CPI All Items,0,-0.12242896491088771,-0.22926548933520066,808,1959-02-01,2026-07-01
Real Personal Income,CPI All Items,1,-0.05885117348027994,-0.1241416647252012,808,1959-03-01,2026-08-01
Real Personal Income,CPI All Items,2,0.010853307806663026,-0.019535709241657494,807,1959-04-01,2026-08-01
Real Personal Income,CPI All Items,3,0.04971143729606034,0.031006994568908278,806,1959-05-01,2026-08-01
Real Personal Income,CPI All Items,4,0.02226212266431822,-0.02382636890145016,805,1959-06-01,2026-08-01
Real Personal Income,CPI All Items,5,-0.0075569050451435825,-0.037686820464559546,804,1959-07-01,2026-08-01
Real Personal Income,CPI All Items,6,-0.05989875761362657,-0.01911924259815852,803,1959-08-01,2026-08-01
Real Personal Income,CPI All Items,7,-0.02995364924196423,-0.045645322004422326,802,1959-09-01,2026-08-01
Real Personal Income,CPI All Items,8,-0.004405905309339652,-0.004645929067164434,801,1959-10-01,2026-08-01
Real Personal Income,CPI All Items,9,0.009082570985942246,-0.021813962564405043,800,1959-11-01,2026-08-01
Real Personal Income,CPI All Items,10,-0.007533002895408495,-0.05820285415357362,799,1959-12-01,2026-08-01
Real Personal Income,CPI All Items,11,-0.00214519104761355,0.02491697454939556,798,1960-01-01,2026-08-01
Real Personal Income,CPI All Items,12,0.06040778567691285,0.02536666792312828,797,1960-02-01,2026-08-01
Real Personal Income,Core CPI,-12,-0.011053416118746965,-0.051020647099025866,810,1958-02-01,2025-07-01
Real Personal Income,Core CPI,-11,-0.06087542632207399,-0.0470836938300737,810,1958-03-01,2025-08-01
Real Personal Income,Core CPI,-10,-0.042371918084241,-0.05823004892288294,810,1958-04-01,2025-09-01
Real Personal Income,Core CPI,-9,-0.061222434804919235,-0.04924957110872381,809,1958-05-01,2025-09-01
Real Personal Income,Core CPI,-8,-0.004008032844527763,-0.04792553631692569,808,1958-06-01,2025-09-01
Real Personal Income,Core CPI,-7,-0.008244085883004883,-0.0016582187713059346,808,1958-07-01,2025-12-01
