left_edge,right_edge,observations
15.501,25.96981818181818,192
25.96981818181818,36.43863636363636,61
36.43863636363636,46.90745454545454,45
46.90745454545454,57.37627272727272,64
57.37627272727272,67.8450909090909,65
67.8450909090909,78.31390909090909,102
78.31390909090909,88.78272727272727,80
88.78272727272727,99.25154545454545,87
99.25154545454545,109.72036363636363,57
109.72036363636363,120.18918181818181,24
120.18918181818181,130.658,34
