left_edge,right_edge,observations
712809.0,1400532.1666666665,302
1400532.1666666665,2088255.3333333333,36
2088255.3333333333,2775978.5,103
2775978.5,3463701.6666666665,107
3463701.6666666665,4151424.833333333,98
4151424.833333333,4839148.0,255
4839148.0,5526871.166666666,1
5526871.166666666,6214594.333333333,2
6214594.333333333,6902317.5,97
6902317.5,7590040.666666666,84
7590040.666666666,8277763.833333333,54
8277763.833333333,8965487.0,100
