left_edge,right_edge,observations
28.5,56.614999999999995,231
56.614999999999995,84.72999999999999,56
84.72999999999999,112.845,64
112.845,140.95999999999998,61
140.95999999999998,169.075,72
169.075,197.19,88
197.19,225.30499999999998,83
225.30499999999998,253.42,74
253.42,281.53499999999997,48
281.53499999999997,309.65,23
309.65,337.765,35
