left_edge,right_edge,observations
286.6,1815.3600000000001,280
1815.3600000000001,3344.12,109
3344.12,4872.88,113
4872.88,6401.64,48
6401.64,7930.400000000001,47
7930.400000000001,9459.16,34
9459.16,10987.92,26
10987.92,12516.68,27
12516.68,14045.44,28
14045.44,15574.2,22
15574.2,17102.96,2
17102.96,18631.719999999998,5
18631.719999999998,20160.48,6
20160.48,21689.239999999998,44
21689.239999999998,23218.0,20
