left_edge,right_edge,observations
22.065,31.8602,56
31.8602,41.6554,38
41.6554,51.450599999999994,51
51.450599999999994,61.2458,36
61.2458,71.041,30
71.041,80.83619999999999,15
80.83619999999999,90.6314,23
90.6314,100.4266,34
100.4266,110.22179999999999,15
110.22179999999999,120.017,20
