left_edge,right_edge,observations
-32.4,-22.733333333333334,5
-22.733333333333334,-13.066666666666666,18
-13.066666666666666,-3.3999999999999986,41
-3.3999999999999986,6.266666666666666,25
6.266666666666666,15.93333333333333,19
15.93333333333333,25.6,11
25.6,35.26666666666666,4
35.26666666666666,44.93333333333333,9
44.93333333333333,54.6,8
54.6,64.26666666666665,4
64.26666666666665,73.93333333333334,1
73.93333333333334,83.6,1
