left_edge,right_edge,observations
29923.0,40685.666666666664,51
40685.666666666664,51448.33333333333,157
51448.33333333333,62211.0,115
62211.0,72973.66666666666,76
72973.66666666666,83736.33333333333,66
83736.33333333333,94499.0,81
94499.0,105261.66666666666,47
105261.66666666666,116024.33333333333,78
116024.33333333333,126787.0,46
126787.0,137549.66666666666,168
137549.66666666666,148312.3333333333,84
148312.3333333333,159075.0,83
