left_edge,right_edge,observations
35.3608,41.838227272727266,60
41.838227272727266,48.31565454545454,84
48.31565454545454,54.79308181818182,42
54.79308181818182,61.27050909090909,66
61.27050909090909,67.74793636363636,22
67.74793636363636,74.22536363636362,21
74.22536363636362,80.70279090909091,14
80.70279090909091,87.18021818181818,22
87.18021818181818,93.65764545454545,76
93.65764545454545,100.13507272727271,177
100.13507272727271,106.6125,71
