left_edge,right_edge,observations
21.48,49.902818181818176,332
49.902818181818176,78.32563636363635,65
78.32563636363635,106.74845454545454,61
106.74845454545454,135.1712727272727,74
135.1712727272727,163.59409090909088,89
163.59409090909088,192.01690909090905,76
192.01690909090905,220.43972727272723,70
220.43972727272723,248.8625454545454,86
248.8625454545454,277.28536363636357,45
277.28536363636357,305.7081818181818,21
305.7081818181818,334.131,36
